0.154634,0.123415,0.299394,-0.035755,-0.045478,-0.003335,-0.031207,0.174893,-0.09979,-1.913483,-0.111935,-0.009466,0.413255,-0.012838,-0.002477,-0.000414,-0.002045,0.015205,-0.029245,0.003516
0.153445,0.121209,0.299457,-0.037012,-0.069726,0.007446,-0.027108,0.157802,0.104269,-1.913141,-0.112064,-0.009402,0.413162,-0.000114,0.000653,0.000393,0,0,0,0.003319
0.152126,0.118614,0.299772,-0.037118,-0.06694,0.009502,-0.088872,-1.688501,1.881202,-1.913291,-0.112159,-0.009366,0.413168,-0.000128,0.00074,0.000445,0,0,0,0.003045
0.150517,0.115675,0.300341,-0.037974,-0.077876,0.016031,0.187182,0.47233,0.39879,-1.913233,-0.112207,-0.00932,0.413198,-0.000197,0.001138,0.000684,0,0,0,0.003059
0.14968,0.114087,0.300714,-0.049709,-0.088501,0.022985,0.015815,0.420702,0.015826,-1.913068,-0.112213,-0.009282,0.413221,-0.000415,0.002391,0.001437,0.00119,-0.00981,0.02707,0.002956
0.147918,0.11066,0.301677,-0.038777,-0.0856,0.025261,0.338696,-0.863745,-1.270699,-1.91345,-0.112198,-0.009196,0.413258,-0.000501,0.002888,0.001734,0.00119,-0.009811,0.02707,0.002893
0.146087,0.107009,0.302896,-0.051643,-0.108151,0.038569,-0.143903,0.392451,-0.088202,-1.912966,-0.112172,-0.009116,0.413292,-0.0002,0.00115,0.00069,-0.006701,0.078836,0.028873,0.002503
0.144996,0.104981,0.303658,-0.063009,-0.10503,0.041318,-0.065458,0.441153,0.019506,-1.91307,-0.11216,-0.009075,0.413314,-0.000263,0.001516,0.000909,-9.8e-05,0.001152,0.000422,0.002753
0.142839,0.100988,0.305301,-0.052237,-0.103774,0.042777,-0.002609,0.489227,0.104789,-1.912756,-0.112152,-0.008999,0.413323,-0.00015,0.000866,0.000519,-0.029097,0.341186,0.124993,0.002948
0.140452,0.096483,0.307201,-0.066299,-0.129099,0.054905,-0.067254,0.580614,0.003154,-1.913052,-0.11218,-0.008887,0.413249,-8.8e-05,0.000505,0.000303,-0.002545,0.0298,0.010928,0.002972
0.137714,0.091868,0.309247,-0.067066,-0.12653,0.057748,0.13909,0.592393,0.354478,-1.912658,-0.112207,-0.0087,0.413043,-0.001378,0.009252,-0.010187,0.029736,0.065566,0.047315,0.002703
0.136233,0.089447,0.310349,-0.06784,-0.127401,0.057626,0.222174,0.541352,0.249423,-1.912812,-0.112216,-0.008574,0.412905,-0.001379,0.009256,-0.010183,0.026089,0.107773,0.062888,0.002904
0.133469,0.084679,0.312438,-0.069564,-0.130353,0.056433,0.073104,-1.547303,1.834484,-1.913158,-0.112253,-0.008264,0.412618,-0.001567,0.010333,-0.009534,0.034864,0.005834,0.025375,0.003045
0.130334,0.079484,0.314662,-0.083209,-0.131271,0.056778,2.282913,-3.181846,-3.360162,-1.912833,-0.112323,-0.007871,0.412324,-0.001799,0.011673,-0.008728,0.035527,-0.001796,0.022558,0.00331
0.128462,0.076914,0.315861,-0.107443,-0.12623,0.061012,1.008252,-2.311554,0.714668,-1.912891,-0.112361,-0.007623,0.412154,-0.001837,0.01189,-0.008597,0.034862,0.005769,0.025369,0.003155
0.124552,0.071883,0.318308,-0.097439,-0.128015,0.060477,0.2264,-1.330668,1.617743,-1.913179,-0.112455,-0.007073,0.411766,-0.003424,0.022339,-0.018047,0.063601,0.058367,-0.113111,0.003487
0.1209,0.066315,0.320739,-0.089231,-0.14675,0.063029,0.474934,-1.180032,1.923867,-1.913125,-0.112544,-0.006428,0.411268,-0.001856,0.011998,-0.008523,0.032874,0.027831,0.033691,0.004259
0.118842,0.06341,0.322073,-0.101573,-0.14122,0.067571,0.498048,-1.139851,1.707083,-1.913152,-0.112579,-0.006071,0.410985,-0.003282,0.021518,-0.01852,0.053635,0.185477,0.116865,0.00491
0.11463,0.058416,0.324731,-0.100592,-0.121343,0.06737,0.436976,0.862658,0.109864,-1.912957,-0.11267,-0.00547,0.410474,-0.003185,0.02096,-0.01884,0.058016,0.145812,0.132564,0.003826
0.110722,0.053646,0.327457,-0.1004,-0.10642,0.063258,0.159676,0.45273,-0.261016,-1.913059,-0.112725,-0.004961,0.40993,-0.001381,0.009262,-0.010139,0.017716,0.023857,0.050177,0.0045
0.107096,0.049803,0.329992,-0.086028,-0.088668,0.061172,0.4684,0.616109,0.241386,-1.912782,-0.112753,-0.004571,0.409491,-0.001402,0.009378,-0.010065,0.019683,0.178574,0.091642,0.004189
0.10549,0.048321,0.331073,-0.084948,-0.075437,0.055182,0.086217,0.273608,0.039245,-1.912579,-0.112788,-0.004403,0.409322,-0.00154,0.010172,-0.00959,-0.013866,-0.023227,0.074318,0.005097
0.102757,0.045607,0.333036,-0.058635,-0.065491,0.047078,-0.057202,-0.182583,0.218025,-1.912824,-0.112906,-0.00402,0.409038,-0.000539,0.003101,0.001847,-0.55227,-0.204545,0.407729,0.005885
0.100625,0.043371,0.334793,-0.056432,-0.048723,0.043734,0.092131,0.018017,0.433714,-1.912749,-0.113178,-0.003595,0.408745,-0.014897,0.011333,-0.007838,0.034817,0.002289,0.01993,0.013526
0.099657,0.042375,0.335689,-0.056032,-0.046726,0.045334,0.044254,-0.026991,0.108783,-1.912588,-0.113374,-0.003347,0.408589,-0.014962,0.011763,-0.007583,0.018885,0.005368,0.008275,0.025373
0.097942,0.040174,0.337624,-0.044887,-0.060653,0.051506,0.417894,-0.107634,0.167763,-1.912727,-0.113899,-0.002759,0.408282,-0.016611,0.022777,-0.016662,0.069248,0.009779,0.015161,0.033392
0.09665,0.037827,0.3395,-0.03232,-0.06276,0.050365,-0.039007,-0.081285,0.398719,-1.913048,-0.114533,-0.002164,0.408024,-0.029699,0.022839,-0.015588,0.068532,0.014462,0.0127,0.034128
0.095302,0.035444,0.341519,-0.032908,-0.071458,0.060477,0.222799,0.304419,0.417425,-1.912175,-0.115407,-0.001448,0.407527,-0.029211,0.020332,-0.017069,0.068594,0.014194,0.012577,0.032332
0.094591,0.034305,0.342584,-0.031159,-0.05792,0.054431,0.213772,-0.177115,-0.060799,-1.912481,-0.115963,-0.001001,0.407095,-0.030307,0.028232,-0.027961,0.094882,0.113359,0.044056,0.031948
0.093211,0.032216,0.344788,-0.04155,-0.039536,0.05186,-0.134918,0.010793,0.003689,-1.913127,-0.117282,-7e-06,0.405979,-0.042545,0.023717,-0.029557,0.065626,0.437908,0.138883,0.023867
0.092019,0.030576,0.347009,-0.02694,-0.035824,0.055046,-0.084718,-0.057849,-0.045911,-1.913043,-0.118841,0.001186,0.404709,-0.030277,0.029215,-0.027309,0.094392,0.086972,-0.148571,0.026714
0.091502,0.029922,0.348166,-0.025554,-0.031218,0.058561,-0.074385,-0.308073,0.383966,-1.912679,-0.119647,0.001774,0.404158,-0.043245,0.029321,-0.026214,-1.680661,-0.90336,1.905597,0.024537
0.090615,0.029014,0.350363,-0.022596,-0.01425,0.054791,3.057951,-2.61287,-3.621654,-1.913131,-0.121347,0.002763,0.403353,-0.042168,0.022602,-0.014672,-0.481592,-0.176089,0.374182,0.022724
0.089912,0.028448,0.352569,-0.021711,-0.011464,0.056769,3.020744,-3.062668,-3.39772,-1.913039,-0.123324,0.003616,0.40292,-0.053951,0.01547,-0.002426,-0.037522,0.161393,-0.357874,0.019346
0.089536,0.0281,0.354664,-0.007653,-0.010097,0.057844,0.017511,-0.677785,0.072867,-1.91274,-0.125265,0.004392,0.402728,-0.054092,0.017917,-0.001068,0.019282,0.109869,-0.224445,0.022849
