0.154634,0.123415,0.299394,-2.19141456355251,-0.508284651199998,0.66740104546519,-0.035755,-0.045478,-0.003335,-0.031207,0.174893,-0.09979,-1.913483
0.153445,0.121209,0.299457,-2.18322222738605,-0.510060614439841,0.66437143273726,-0.037012,-0.069726,0.007446,-0.027108,0.157802,0.104269,-1.913141
0.152126,0.118614,0.299772,-2.17371602277727,-0.510996127397611,0.665476411852921,-0.037118,-0.06694,0.009502,-0.088872,-1.688501,1.881202,-1.913291
0.150517,0.115675,0.300341,-2.16543921331225,-0.510562351228947,0.661424594891129,-0.037974,-0.077876,0.016031,0.187182,0.47233,0.39879,-1.913233
0.14968,0.114087,0.300714,-2.17067958265826,-0.504960081942343,0.665384749550319,-0.049709,-0.088501,0.022985,0.015815,0.420702,0.015826,-1.913068
0.147918,0.11066,0.301677,-2.18265048098951,-0.492726113493177,0.679158233400114,-0.038777,-0.0856,0.025261,0.338696,-0.863745,-1.270699,-1.91345
0.146087,0.107009,0.302896,-2.18473192311891,-0.48909785095756,0.687043455797229,-0.051643,-0.108151,0.038569,-0.143903,0.392451,-0.088202,-1.912966
0.144996,0.104981,0.303658,-2.18577651919472,-0.48268185476069,0.691200276896001,-0.063009,-0.10503,0.041318,-0.065458,0.441153,0.019506,-1.91307
0.142839,0.100988,0.305301,-2.18794430332087,-0.469794712750516,0.698614411682346,-0.052237,-0.103774,0.042777,-0.002609,0.489227,0.104789,-1.912756
0.140452,0.096483,0.307201,-2.18610607211501,-0.462097688841181,0.702795362700447,-0.066299,-0.129099,0.054905,-0.067254,0.580614,0.003154,-1.913052
0.137714,0.091868,0.309247,-2.18200413869421,-0.447544688379111,0.70632777716034,-0.067066,-0.12653,0.057748,0.13909,0.592393,0.354478,-1.912658
0.136233,0.089447,0.310349,-2.18295306408675,-0.43403761425528,0.712964258476002,-0.06784,-0.127401,0.057626,0.222174,0.541352,0.249423,-1.912812
0.133469,0.084679,0.312438,-2.18643833168193,-0.409700375127534,0.732017921786741,-0.069564,-0.130353,0.056433,0.073104,-1.547303,1.834484,-1.913158
0.130334,0.079484,0.314662,-2.18975460281459,-0.387181677918296,0.744318737199034,-0.083209,-0.131271,0.056778,2.282913,-3.181846,-3.360162,-1.912833
0.128462,0.076914,0.315861,-2.18754980672659,-0.369162458053099,0.752654597984145,-0.107443,-0.12623,0.061012,1.008252,-2.311554,0.714668,-1.912891
0.124552,0.071883,0.318308,-2.18195033790567,-0.337157272416988,0.767812597837547,-0.097439,-0.128015,0.060477,0.2264,-1.330668,1.617743,-1.913179
0.1209,0.066315,0.320739,-2.17445259717075,-0.325488134107369,0.775361011957592,-0.089231,-0.14675,0.063029,0.474934,-1.180032,1.923867,-1.913125
0.118842,0.06341,0.322073,-2.17423605027648,-0.308289233063051,0.780210126136704,-0.101573,-0.14122,0.067571,0.498048,-1.139851,1.707083,-1.913152
0.11463,0.058416,0.324731,-2.16372041351487,-0.273599466950636,0.778912411779006,-0.100592,-0.121343,0.06737,0.436976,0.862658,0.109864,-1.912957
0.110722,0.053646,0.327457,-2.1565178106474,-0.251701263829901,0.777705636760966,-0.1004,-0.10642,0.063258,0.159676,0.45273,-0.261016,-1.913059
0.107096,0.049803,0.329992,-2.14775774125362,-0.219378938255524,0.777368823164915,-0.086028,-0.088668,0.061172,0.4684,0.616109,0.241386,-1.912782
0.10549,0.048321,0.331073,-2.14888852354584,-0.199994354506585,0.781720762434891,-0.084948,-0.075437,0.055182,0.086217,0.273608,0.039245,-1.912579
0.102757,0.045607,0.333036,-2.1517447138101,-0.174111746483409,0.785558985195457,-0.058635,-0.065491,0.047078,-0.057202,-0.182583,0.218025,-1.912824
0.100625,0.043371,0.334793,-2.15267361775129,-0.148362909843594,0.78825511872126,-0.056432,-0.048723,0.043734,0.092131,0.018017,0.433714,-1.912749
0.099657,0.042375,0.335689,-2.15454658681643,-0.132139783325578,0.792002812020238,-0.056032,-0.046726,0.045334,0.044254,-0.026991,0.108783,-1.912588
0.097942,0.040174,0.337624,-2.15619866304745,-0.100403689690196,0.795981046132835,-0.044887,-0.060653,0.051506,0.417894,-0.107634,0.167763,-1.912727
0.09665,0.037827,0.3395,-2.15564165132135,-0.0834292685969488,0.800312368501562,-0.03232,-0.06276,0.050365,-0.039007,-0.081285,0.398719,-1.913048
0.095302,0.035444,0.341519,-2.15284257322834,-0.0656247985495662,0.79524109059557,-0.032908,-0.071458,0.060477,0.222799,0.304419,0.417425,-1.912175
0.094591,0.034305,0.342584,-2.154152129578,-0.0580521140340537,0.794436075901141,-0.031159,-0.05792,0.054431,0.213772,-0.177115,-0.060799,-1.912481
0.093211,0.032216,0.344788,-2.16501720225726,-0.0403569701676434,0.793786317657237,-0.04155,-0.039536,0.05186,-0.134918,0.010793,0.003689,-1.913127
0.092019,0.030576,0.347009,-2.19055628739376,-0.00932685448796069,0.798295833171445,-0.02694,-0.035824,0.055046,-0.084718,-0.057849,-0.045911,-1.913043
0.091502,0.029922,0.348166,-2.20023101537967,0.0173436732383202,0.805918412410085,-0.025554,-0.031218,0.058561,-0.074385,-0.308073,0.383966,-1.912679
0.090615,0.029014,0.350363,-2.23455033593019,0.0801425966597179,0.81877190742841,-0.022596,-0.01425,0.054791,3.057951,-2.61287,-3.621654,-1.913131
0.089912,0.028448,0.352569,-2.27308019852177,0.143816587291949,0.832264680610146,-0.021711,-0.011464,0.056769,3.020744,-3.062668,-3.39772,-1.913039
0.089536,0.0281,0.354664,-2.32215329675707,0.222077638842574,0.845266607712374,-0.007653,-0.010097,0.057844,0.017511,-0.677785,0.072867,-1.91274
0.089405,0.02788,0.355824,-2.34840534787825,0.264255537872629,0.853754674247721,-0.007613,-0.009989,0.05784,3.24902,-2.977013,-3.31308,-1.912814
0.089168,0.027384,0.358026,-2.39102980415528,0.336037884337528,0.868942750357376,-0.009634,-0.023796,0.064029,0.497161,-1.401349,-1.05186,-1.913078
0.088871,0.026518,0.360288,-2.42172300011008,0.3941965129114,0.878745757312736,-0.011051,-0.028343,0.06075,-0.144669,-0.815131,-0.054813,-1.913076
0.088718,0.025888,0.361467,-2.43651995803331,0.422553554818898,0.877115340545389,0.000626,-0.034437,0.056595,0.146442,-0.48836,0.17154,-1.912977
0.088431,0.024419,0.363694,-2.47849334260481,0.487211103839516,0.86651211378025,-0.013281,-0.035458,0.055823,0.175998,-0.326789,-0.032349,-1.913283
0.088082,0.022781,0.365963,-2.50840258004654,0.53135287369555,0.856753304650194,-0.015181,-0.048795,0.062777,3.761407,-2.371535,-2.879265,-1.912398
0.08762,0.020968,0.368213,-2.54950681963117,0.575918315413256,0.838032439940847,-0.003271,-0.054256,0.059268,3.772932,-2.291386,-3.00288,-1.913055
