0.124742,-0.023923,0.312885,-1.76328480049386,1.20629776359757,1.21226815179928,-0.001785,0.000158,-0.02051,-0.454139,-0.070321,0.054478
0.124862,-0.023708,0.311502,-1.75328134408126,1.21024053357669,1.22603784322881,-0.003001,0.00311,-0.038029,0.069863,-0.014679,-0.056866
0.125564,-0.023658,0.309774,-1.70594712076654,1.2241764669181,1.26984644093265,0.02639,-0.002665,-0.043775,0.081465,-0.269834,0.098288
0.127036,-0.023756,0.307971,-1.64089449640427,1.24372134879838,1.32519199345603,0.041454,-0.004244,-0.045381,0.491693,-1.673527,2.480395
0.127966,-0.023811,0.307119,-1.62147332797356,1.25171882052176,1.34474378006238,0.05688,-0.003884,-0.044644,0.098621,-0.471444,-0.147625
0.130178,-0.023841,0.305366,-1.60527441002686,1.26687514974999,1.35715225847689,0.05771,0.008934,-0.051242,0.108635,-0.068908,0.090198
0.13295,-0.023824,0.303635,-1.58560092268951,1.27036720660659,1.3743384308857,0.087957,-0.002634,-0.043132,0.075363,-0.089017,0.162257
0.134459,-0.023819,0.302851,-1.57581787743596,1.27787173599215,1.38381714883984,0.088347,-0.00074,-0.041152,0.077294,-0.107911,0.15046
0.137854,-0.023808,0.301372,-1.55734075265478,1.28665470101149,1.3992035946694,0.104234,0.002319,-0.037735,0.07303,-0.013168,0.047801
0.141407,-0.023791,0.30014,-1.54433726662299,1.2946254239864,1.41082351731117,0.089448,-0.004435,-0.025174,1.671609,0.202194,0.098087
0.144922,-0.023924,0.299289,-1.56921720381789,1.31208497612319,1.38915495019369,0.075007,0.000844,-0.019535,0.041498,-0.087921,0.164966
0.146566,-0.024085,0.299048,-1.60068236222722,1.31038095215717,1.36201074207581,0.075125,-0.008426,-0.009308,-0.36731,1.417953,-2.151477
0.149657,-0.024496,0.298916,-1.67057275349076,1.31694763947326,1.30006870620447,0.075815,-0.003492,-0.003742,-0.031222,0.14896,0.496259
0.15246,-0.02501,0.299212,-1.75931317276572,1.31342575706128,1.21844761693588,0.076095,-0.011699,0.007641,-0.12291,0.608247,0.462076
0.153661,-0.025335,0.299483,-1.80061439911298,1.314159927885,1.17902687825082,0.060945,-0.021638,0.017125,-0.102687,0.220395,0.152415
0.155756,-0.026173,0.300201,-1.87746562898287,1.3073444881356,1.09112582804148,0.045805,-0.03213,0.025951,-0.157997,0.407741,0.290662
0.157375,-0.027275,0.301164,-1.95207668692029,1.29721590234791,0.998680355859467,0.045959,-0.031538,0.026565,-0.201194,0.726621,0.519381
0.158515,-0.02869,0.302334,-2.05432583775872,1.29971722537068,0.882382902771963,0.030817,-0.03117,0.027048,0.286338,0.786272,0.373379
0.158897,-0.029514,0.303009,-2.07796127752161,1.29843966270182,0.852144321365292,0.015563,-0.042495,0.035131,-0.163521,0.312416,0.119559
0.159263,-0.031236,0.304447,-2.15251272888648,1.30457295796072,0.763928790296898,0.000323,-0.042182,0.035639,-0.196483,0.523258,0.437068
0.159171,-0.032943,0.305894,-2.21485953179329,1.31425573990648,0.693104653374458,-0.015008,-0.041973,0.036029,-0.18432,0.515142,0.165906
0.159014,-0.033726,0.306557,-2.24077376283384,1.3210954590702,0.666003007449341,-0.01505,-0.04218,0.035793,5.157595,1.132794,-1.003911
0.158495,-0.035085,0.307763,-2.27492022624108,1.33251465884717,0.626787843583924,-0.015054,-0.030497,0.02822,-0.059183,-0.036999,0.08082
0.157767,-0.036143,0.308763,-2.25053793942959,1.33500497244478,0.642802089923523,-0.015118,-0.019541,0.019773,-0.051883,0.006686,-0.00297
0.15739,-0.036558,0.309174,-2.23863944813542,1.33657386283104,0.650329556806998,-0.015116,-0.019373,0.019965,-0.071265,0.026132,-0.040646
0.156699,-0.037249,0.309773,-2.23054349865703,1.34539777554458,0.647268310187993,-0.015368,-0.021458,0.017496,-0.066089,0.03056,-0.047186
0.156143,-0.037774,0.310166,-2.22862924424197,1.35333150040389,0.640184095563459,-0.01548,-0.011287,0.008114,-0.034753,0.024678,-0.042164
0.155849,-0.038183,0.310423,-2.21092887672615,1.35657771210691,0.650758462050012,-6.5e-05,-0.011506,0.007799,-0.035593,0.012984,-0.018303
0.155788,-0.038363,0.310515,-2.22831822029544,1.36100527936705,0.631854818770398,-0.000132,-0.012103,0.007093,-0.035598,0.012985,-0.018321
0.155841,-0.038732,0.310721,-2.24107036671108,1.36621146143199,0.615465771944363,-3.1e-05,-0.011199,0.008162,0.02693,-0.00141,0.019813
0.156049,-0.039129,0.311005,-2.23943224357649,1.36497380283881,0.617701125831503,1e-05,-0.010852,0.008573,-0.035603,0.012921,-0.018356
0.156293,-0.03961,0.311398,-2.26904290135187,1.36482899097005,0.58808097334747,2.3e-05,-0.010759,0.008684,-0.057665,0.206567,0.090583
0.156408,-0.039889,0.311597,-2.29283173735063,1.36712433127147,0.565514757158041,1.1e-05,-0.010891,0.008529,-0.035881,0.015256,-0.017044
0.156571,-0.040394,0.311995,-2.31560718954459,1.36860112048484,0.544295894954377,2.6e-05,-0.010765,0.008678,-0.035613,0.012804,-0.018419
0.156596,-0.040829,0.312363,-2.34036748396414,1.3699708687977,0.52149440435112,0.000158,-0.009553,0.010111,-0.040216,0.095132,-0.167166
0.156574,-0.041009,0.31252,-2.33578131646994,1.37076177592673,0.524175018291781,4.2e-05,-0.010622,0.008848,0.033033,-0.097696,0.193451
