0.167606,-0.02722,0.285442,0.000201,0.002603,0.003379,0.000733,-0.015676,0.024172,-1.638945
0.167253,-0.027155,0.285567,-0.015237,0.002629,0.003673,-0.000253,-0.00096,-0.00538,-1.643165
0.167037,-0.027147,0.285649,-0.015252,0.002414,0.003388,-0.000984,0.014715,-0.029553,-1.647213
0.16649,-0.027212,0.285897,-0.015086,-0.008311,0.012078,-0.036597,0.028145,-0.047522,-1.652676
0.148335,-0.032457,0.29602,-0.046381,-0.00846,0.01109,-0.038331,0.058159,-0.106268,-1.76458
0.146448,-0.032936,0.296497,-0.046667,-0.009972,0.009062,0.19256,-0.732669,-1.445746,-1.78009
0.145596,-0.033143,0.296677,-0.031297,-0.011103,0.0078,-0.026841,-0.078517,0.053148,-1.781046
0.144017,-0.033605,0.296923,-0.047044,-0.01169,0.006728,-0.018368,-0.005094,-0.239768,-1.780342
0.142667,-0.034056,0.297117,-0.016164,-0.013416,0.00503,-0.037043,0.043979,-0.071878,-1.780381
0.141681,-0.034381,0.297223,-0.015953,-0.002043,-0.002899,-0.000937,0.014559,-0.029877,-1.778248
0.141274,-0.034527,0.297248,-0.031452,-0.001105,-0.002049,-0.000851,0.03853,-0.095796,-1.776336
0.140735,-0.034698,0.297255,-0.000264,-0.001644,-0.002084,0.000157,-0.000519,-0.00108,-1.773401
0.140431,-0.034704,0.297274,0.000148,0.000916,0.001161,0,-0,-0,-1.76647
0.140339,-0.034684,0.297282,-0.015437,0.001316,0.00132,-0.002976,0.013748,-0.044401,-1.763977
0.140235,-0.034685,0.297295,0,0,0,0.020771,0.016165,0.000682,-1.761159
0.140129,-0.034724,0.297327,-0,-0,-0,0.136075,0.148573,0.077156,-1.755641
0.140008,-0.034779,0.297338,-0.000174,-0.00107,-0.001356,0.221757,-0.683552,-1.470543,-1.734097
0.139917,-0.034869,0.297306,-0.016259,-0.013384,0.00499,-0.036695,0.044492,-0.071528,-1.726019
0.13969,-0.035099,0.297143,-0.00092,-0.005608,-0.007131,0.005399,-0.093282,0.133722,-1.718169
0.139449,-0.035325,0.296801,-0.00128,-0.007759,-0.009897,0.713395,-2.316155,-4.985387,-1.696552
0.139305,-0.035481,0.296583,-0.001622,-0.009794,-0.01252,0.0639,-0.179345,-0.496087,-1.681563
0.139015,-0.035867,0.296048,-0.001846,-0.011072,-0.014225,0.004377,-0.089386,0.1422,-1.63242
0.138727,-0.03626,0.295385,-0.002043,-0.012162,-0.015718,0.005099,0.011202,-0.089665,-1.595348
0.138399,-0.036576,0.294748,-0.001926,-0.011379,-0.014787,-0.001257,0.029708,-0.049378,-1.589922
0.138261,-0.036721,0.294455,-0.001719,-0.010122,-0.013186,-0.000627,0.014857,-0.024689,-1.589613
0.138024,-0.036966,0.293874,-0.017245,-0.008526,-0.011602,-0.002049,0.043946,-0.079998,-1.587544
0.137836,-0.037083,0.293358,-0.016636,-0.004858,-0.006835,0.356231,-0.702822,0.240711,-1.587671
0.137771,-0.037101,0.293127,-0.000786,0.005078,-0.016169,-0.187299,-0.251361,-0.15319,-1.586615
0.137661,-0.03713,0.292778,-0.000684,-0.003964,-0.005228,-0.221389,-0.23494,-0.169786,-1.587478
0.137595,-0.037031,0.292581,8.1e-05,0.010112,-0.009549,0.03533,-0.014789,0.017373,-1.589513
0.137585,-0.036963,0.292533,0.000252,0.011102,-0.008243,0.035376,-0.014741,0.0174,-1.589933
0.137601,-0.036842,0.292452,4e-06,2.5e-05,3.3e-05,-0,-0,-0,-1.590151
0.13758,-0.036687,0.29233,0.000143,0.010474,-0.00907,0.035374,-0.014759,0.01739,-1.590572
0.137512,-0.036542,0.29221,-0.000113,-0.000655,-0.000865,-0.001906,-0.11019,0.16589,-1.591424
0.137454,-0.036457,0.292133,-0.015554,0.011087,-0.008729,0.033685,0.014788,-0.036863,-1.590689
0.137332,-0.036365,0.291993,-0.015851,-0.000266,-0.000823,-0.020119,-0.007161,-0.042353,-1.59077
